,State,Date,BusinessApplications,ConstructionEmployees,ConstructionWages,HighPropensityBusinessApplications,HousePriceIdx,NewHousingPermits,RealGDP,TotalHighPropensityNAICs,TotalNAICs,UnemploymentRate,ZillowHomeValue
1429,FL,2022-11-01,10716.666666666666,377.55,11088973.25,3623.3333333333335,327.11875,8446.952296234735,517821.92499999993,11355.0,31701.0,6.6,271279.5
1430,GA,2011-01-01,2034.0,152.1,7086416.0,864.0,269.01,1374.57724101767,439716.1,3989.0,9514.0,10.5,135683.0
1431,GA,2011-02-01,2920.0,156.8,7122696.0,1140.0,265.15,1284.8499112806699,439695.7,4335.0,10476.0,10.4,134640.0
1432,GA,2011-03-01,2587.5,157.8,7158976.0,1057.5,261.29,1518.62073882787,439675.3,3836.0,9240.0,10.3,133510.0
1433,GA,2011-04-01,2356.0,158.0,7195256.0,968.0,257.43,1253.94810699496,439654.9,3812.0,9259.0,10.3,132170.0
1434,GA,2011-05-01,1795.0,157.2,7184496.0,787.5,257.94666666666666,1552.95995605871,440298.7,3240.0,7586.0,10.3,130508.0
1435,GA,2011-06-01,2042.5,157.0,7173736.0,885.0,258.46333333333337,1556.5350791721899,440942.5,3966.0,9386.0,10.3,129020.0
1436,GA,2011-07-01,1988.0,156.6,7162976.0,822.0,258.98,1281.63553510675,441586.3,3863.0,9354.0,10.2,127870.0
1437,GA,2011-08-01,2027.5,155.9,7050492.0,825.0,258.78333333333336,2091.0267032776396,442907.39999999997,3582.0,9042.0,10.2,127166.0
1438,GA,2011-09-01,1982.5,155.7,6938008.0,827.5,258.58666666666664,1549.22611567746,444228.5,3803.0,9136.0,10.1,126702.0
1439,GA,2011-10-01,1926.0,154.6,6825524.0,810.0,258.39,1721.97808463997,445549.6,3727.0,8958.0,9.9,126310.0
1440,GA,2011-11-01,2000.0,153.2,6950729.333333333,827.5,256.17333333333335,1911.1018422864101,445917.73333333334,3912.0,9682.0,9.8,125908.0
1441,GA,2011-12-01,1824.0,153.0,7075934.666666667,738.0,253.95666666666668,1285.31914607793,446285.86666666664,3861.0,9771.0,9.6,125105.0
1442,GA,2012-01-01,2045.0,152.2,7201140.0,810.0,251.74,2053.8133169622697,446654.0,3420.0,8658.0,9.5,124536.0
1443,GA,2012-02-01,2555.0,152.2,7130912.0,952.5,250.26666666666668,2143.06540248072,447164.43333333335,3620.0,9122.0,9.4,124012.0
1444,GA,2012-03-01,2710.0,151.4,7060684.0,1074.0,248.79333333333332,1643.3098511452802,447674.86666666664,3889.0,9614.0,9.3,124226.0
1445,GA,2012-04-01,2415.0,151.1,6990456.0,982.5,247.32,2082.64358432608,448185.3,3875.0,9492.0,9.3,124445.0
1446,GA,2012-05-01,2135.0,150.4,7003990.666666667,885.0,248.34666666666666,1484.85758868931,448384.89999999997,3680.0,9167.0,9.2,124824.0
1447,GA,2012-06-01,2016.0,150.0,7017525.333333333,816.0,249.37333333333333,1911.4428366238396,448584.5,3638.0,9182.0,9.1,125228.0
1448,GA,2012-07-01,1945.0,150.5,7031060.0,747.5,250.4,2042.05686157743,448784.1,3503.0,9097.0,9.0,125753.0
1449,GA,2012-08-01,2012.5,150.9,7073740.0,802.5,251.40666666666667,1945.6880176046,448334.5333333333,3566.0,9030.0,8.9,126095.0
1450,GA,2012-09-01,1962.0,150.8,7116420.0,762.0,252.41333333333333,2275.82624145074,447884.9666666667,3363.0,8915.0,8.8,126193.0
1451,GA,2012-10-01,1992.5,151.5,7159100.0,750.0,253.42,2379.5178696418498,447435.4,3482.0,9299.0,8.7,126352.0
1452,GA,2012-11-01,1910.0,152.0,7182012.0,757.5,253.53333333333333,1741.8844836219598,449493.0,3447.0,8862.0,8.7,126922.0
1453,GA,2012-12-01,1930.0,151.6,7204924.0,782.0,253.64666666666665,2468.28765146183,451550.60000000003,4384.0,11167.0,8.6,127688.0
1454,GA,2013-01-01,2050.0,152.2,7227836.0,792.5,253.76,2218.2701273614102,453608.2,3405.0,8997.0,8.6,128732.0
1455,GA,2013-02-01,2432.5,152.6,7283912.0,895.0,255.7433333333333,3095.52612312522,453404.3666666667,3481.0,8932.0,8.6,129827.0
1456,GA,2013-03-01,2580.0,153.4,7339988.0,964.0,257.72666666666663,2751.2861771796,453200.5333333333,3433.0,8945.0,8.5,131019.0
1457,GA,2013-04-01,2262.5,153.0,7396064.0,895.0,259.71,2726.91314912814,452996.7,3530.0,8887.0,8.4,132065.0
1458,GA,2013-05-01,2072.5,154.7,7449546.666666667,830.0,260.89666666666665,3251.54401218318,453615.0,3394.0,8647.0,8.3,133200.0
1459,GA,2013-06-01,1890.0,155.3,7503029.333333333,768.0,262.0833333333333,2987.4310823725395,454233.3,3415.0,8710.0,8.2,134422.0
1460,GA,2013-07-01,1890.0,156.0,7556512.0,725.0,263.27,2769.0277058163897,454851.6,3476.0,8987.0,8.1,135686.0
1461,GA,2013-08-01,2058.0,157.0,7603389.333333333,786.0,264.3833333333333,2631.88531738954,455960.8333333333,3417.0,9069.0,8.0,137049.0
1462,GA,2013-09-01,1907.5,158.0,7650266.666666667,742.5,265.49666666666667,3262.8588114208,457070.06666666665,3409.0,8845.0,7.9,138446.0
1463,GA,2013-10-01,1920.0,158.8,7697144.0,742.5,266.61,3007.0393311120897,458179.3,3511.0,9115.0,7.8,139863.0
1464,GA,2013-11-01,1870.0,160.7,7777137.333333333,722.0,267.92333333333335,3293.81962543248,459505.23333333334,3414.0,9112.0,7.7,141122.0
1465,GA,2013-12-01,1767.5,160.8,7857130.666666667,690.0,269.2366666666667,2569.77151625339,460831.1666666666,3606.0,9619.0,7.6,142445.0
1466,GA,2014-01-01,2187.5,162.3,7937124.0,830.0,270.55,2135.43829777963,462157.1,3403.0,9169.0,7.5,143624.0
1467,GA,2014-02-01,2485.0,162.8,8035320.0,875.0,272.69,2620.77324311114,464330.4333333333,3453.0,9364.0,7.4,144758.0
1468,GA,2014-03-01,2794.0,163.9,8133516.0,1014.0,274.83000000000004,3617.60015130508,466503.76666666666,3705.0,9866.0,7.4,145727.0
1469,GA,2014-04-01,2520.0,164.9,8231712.0,910.0,276.97,2667.99239332642,468677.1,3610.0,9941.0,7.4,146691.0
1470,GA,2014-05-01,2222.0,166.1,8305457.333333333,876.0,278.75,3158.1078367271803,470260.73333333334,3661.0,9646.0,7.3,147594.0
1471,GA,2014-06-01,2142.5,167.1,8379202.666666667,820.0,280.53000000000003,2586.61862455522,471844.36666666664,3579.0,9507.0,7.3,148394.0
1472,GA,2014-07-01,2020.0,169.0,8452948.0,772.5,282.31,3358.1522927435303,473428.0,3651.0,9573.0,7.2,149178.0
1473,GA,2014-08-01,2232.0,170.0,8518638.666666666,856.0,282.95666666666665,3522.3259802439,474210.93333333335,3792.0,9818.0,7.1,149830.0
1474,GA,2014-09-01,2135.0,171.3,8584329.333333334,812.5,283.60333333333335,2799.8687210288,474993.86666666664,3742.0,9926.0,7.0,150514.0
1475,GA,2014-10-01,2070.0,172.3,8650020.0,785.0,284.25,3194.65275769283,475776.8,3710.0,9924.0,6.8,151149.0
1476,GA,2014-11-01,1918.0,173.1,8750256.0,724.0,285.66,2767.45504818411,478010.1666666667,3431.0,9273.0,6.7,151877.0
1477,GA,2014-12-01,1820.0,174.7,8850492.0,715.0,287.07,4022.63796344404,480243.5333333333,3216.0,8609.0,6.6,152607.0
1478,GA,2015-01-01,2328.0,175.2,8950728.0,868.0,288.48,2940.12910965016,482476.9,4217.0,11482.0,6.5,153336.0
1479,GA,2015-02-01,2847.5,176.1,8999818.666666666,1005.0,290.77000000000004,2909.18867545265,484561.26666666666,3728.0,10122.0,6.4,153994.0
1480,GA,2015-03-01,2690.0,174.9,9048909.333333334,962.5,293.06,3334.89612132208,486645.63333333336,3505.0,9560.0,6.3,154615.0
1481,GA,2015-04-01,2460.0,177.0,9098000.0,880.0,295.35,3689.18556760584,488730.0,3536.0,9615.0,6.3,155370.0
1482,GA,2015-05-01,2168.0,178.0,9145684.0,820.0,296.59333333333336,3644.02633483106,489604.6,3354.0,9245.0,6.2,156315.0
1483,GA,2015-06-01,2370.0,179.0,9193368.0,885.0,297.83666666666664,4025.71269237695,490479.2,3835.0,10345.0,6.1,157263.0
1484,GA,2015-07-01,2142.5,179.2,9241052.0,777.5,299.08,4125.13019189057,491353.8,3689.0,10215.0,6.0,157990.0
1485,GA,2015-08-01,2400.0,179.8,9302174.666666666,852.0,299.90666666666664,3291.3329040066997,492292.1,3760.0,10524.0,5.9,158615.0
1486,GA,2015-09-01,2277.5,180.2,9363297.333333334,822.5,300.73333333333335,3256.5572664062,493230.4,3762.0,10634.0,5.9,159244.0
1487,GA,2015-10-01,2200.0,181.0,9424420.0,802.0,301.56,3728.94774297479,494168.7,3725.0,10318.0,5.8,159880.0
1488,GA,2015-11-01,2047.5,182.1,9506513.333333334,750.0,302.5366666666667,4274.56199989846,496798.4,3761.0,10471.0,5.8,160592.0
1489,GA,2015-12-01,2082.5,183.9,9588606.666666666,807.5,303.5133333333333,3884.82064579383,499428.1,3701.0,10043.0,5.7,161369.0
1490,GA,2016-01-01,2476.0,183.5,9670700.0,864.0,304.49,4037.83325174805,502057.8,4101.0,11937.0,5.7,162290.0
1491,GA,2016-02-01,2922.5,184.4,9816329.333333334,1000.0,307.28000000000003,4680.328325235189,502843.1666666667,3669.0,10338.0,5.7,163165.0
1492,GA,2016-03-01,3062.5,185.4,9961958.666666666,1050.0,310.07,3885.5707883786604,503628.5333333333,3764.0,10621.0,5.6,164136.0
1493,GA,2016-04-01,2672.0,186.5,10107588.0,920.0,312.86,4413.844141357271,504413.9,3746.0,10736.0,5.5,165164.0
1494,GA,2016-05-01,2622.5,187.4,10223808.0,932.5,314.77,3685.46647894312,505567.5333333333,3875.0,11213.0,5.4,166135.0
1495,GA,2016-06-01,2450.0,188.4,10340028.0,877.5,316.68,4595.97588139383,506721.1666666667,3531.0,9763.0,5.4,166866.0
1496,GA,2016-07-01,2388.0,190.3,10456248.0,852.0,318.59,3566.2256484909294,507874.8,4284.0,12185.0,5.4,167432.0
1497,GA,2016-08-01,2585.0,191.3,10601857.333333334,910.0,319.51666666666665,3906.4929083847796,509555.93333333335,3906.0,11166.0,5.4,167910.0
1498,GA,2016-09-01,2425.0,192.5,10747466.666666666,815.0,320.4433333333333,4214.45604645635,511237.06666666665,3820.0,11439.0,5.4,168352.0
1499,GA,2016-10-01,2326.0,192.5,10893076.0,824.0,321.37,4247.835679093039,512918.2,3738.0,10906.0,5.4,169004.0
1500,GA,2016-11-01,2270.0,194.6,10900381.333333334,772.5,322.0966666666667,4301.77835719574,514846.5333333333,3897.0,11811.0,5.4,169830.0
1501,GA,2016-12-01,2172.0,195.0,10907686.666666666,752.0,322.8233333333333,5170.492408552629,516774.8666666667,3976.0,11830.0,5.3,170906.0
1502,GA,2017-01-01,2862.5,195.3,10914992.0,972.5,323.55,4820.22674214141,518703.2,3887.0,11590.0,5.2,171773.0
1503,GA,2017-02-01,3380.0,195.3,10921110.666666666,1122.5,326.40333333333336,3921.6307594648297,519058.0333333333,4095.0,11934.0,5.1,172700.0
1504,GA,2017-03-01,3337.5,195.5,10927229.333333334,1085.0,329.25666666666666,4456.7379552823795,519412.8666666667,3909.0,11696.0,5.0,173535.0
1505,GA,2017-04-01,2978.0,195.0,10933348.0,980.0,332.11,3574.0952465700702,519767.7,4065.0,11910.0,4.9,174491.0
1506,GA,2017-05-01,2890.0,195.6,11002341.333333334,970.0,333.79,3864.49341352697,521268.73333333334,3836.0,11678.0,4.8,175435.0
1507,GA,2017-06-01,2755.0,196.4,11071334.666666666,902.5,335.46999999999997,4069.6906678337104,522769.76666666666,4002.0,12297.0,4.8,176447.0
1508,GA,2017-07-01,2682.0,195.2,11140328.0,878.0,337.15,4237.1905869987895,524270.8,4103.0,12535.0,4.7,177562.0
1509,GA,2017-08-01,2770.0,196.2,11256376.0,927.5,338.24333333333334,4908.6524074871795,527007.0666666667,4060.0,12276.0,4.6,178610.0
1510,GA,2017-09-01,2540.0,196.3,11372424.0,830.0,339.33666666666664,4186.94945827291,529743.3333333333,3728.0,11752.0,4.6,179981.0
1511,GA,2017-10-01,2670.0,197.5,11488472.0,895.0,340.43,3823.23043668052,532479.6,4121.0,12641.0,4.5,181294.0
1512,GA,2017-11-01,2515.0,197.9,11684364.0,842.5,343.06,3816.8501361354297,532185.0666666667,4280.0,13151.0,4.5,182763.0
1513,GA,2017-12-01,2256.0,199.7,11880256.0,764.0,345.69,3485.6286330777803,531890.5333333333,3941.0,12082.0,4.4,184230.0
1514,GA,2018-01-01,3350.0,199.4,12076148.0,1087.5,348.32,5223.02383547961,531596.0,4342.0,13498.0,4.3,185730.0
1515,GA,2018-02-01,3665.0,201.6,12152308.0,1170.0,351.03,3968.3860300289293,533068.3666666667,4261.0,12939.0,4.3,187211.0
1516,GA,2018-03-01,3686.0,203.0,12228468.0,1156.0,353.74,5183.44109311494,534540.7333333333,4284.0,13139.0,4.2,188418.0
1517,GA,2018-04-01,3242.5,204.5,12304628.0,1007.5,356.45,4544.39421729031,536013.1,4157.0,12994.0,4.1,189679.0
1518,GA,2018-05-01,3455.0,204.8,12425532.0,1140.0,358.40999999999997,5332.7737421336105,538100.7,4412.0,13635.0,4.0,190922.0
1519,GA,2018-06-01,3030.0,205.4,12546436.0,992.0,360.37,3603.95902841685,540188.3,4428.0,13563.0,4.0,192155.0
1520,GA,2018-07-01,2782.5,205.8,12667340.0,877.5,362.33,4684.42331470705,542275.9,4144.0,13103.0,3.9,193397.0
1521,GA,2018-08-01,3057.5,206.2,12705430.666666666,957.5,363.0,4412.5958726861,543028.3666666667,4114.0,13561.0,3.9,194602.0
1522,GA,2018-09-01,2896.0,207.5,12743521.333333334,948.0,363.66999999999996,4403.59908270488,543780.8333333334,4461.0,13841.0,3.9,195889.0
1523,GA,2018-10-01,2862.5,207.7,12781612.0,932.5,364.34,5231.0250639061405,544533.3,4268.0,13473.0,3.9,197161.0
1524,GA,2018-11-01,2497.5,206.2,12944396.0,815.0,366.1533333333333,5927.85676497772,546282.3666666667,4081.0,13132.0,3.9,198401.0
1525,GA,2018-12-01,2586.0,208.6,13107180.0,818.0,367.96666666666664,3966.69608399294,548031.4333333333,4467.0,14426.0,3.9,199604.0
1526,GA,2019-01-01,3317.5,211.5,13269964.0,1035.0,369.78,4121.435643214079,549780.5,4182.0,13650.0,3.9,200620.0
1527,GA,2019-02-01,3937.5,212.0,13351134.666666666,1167.5,372.28,4466.27127735879,552082.4666666667,4440.0,14382.0,3.8,201632.0
1528,GA,2019-03-01,4106.0,212.4,13432305.333333334,1218.0,374.78,4072.8467846394606,554384.4333333333,4472.0,14442.0,3.7,202725.0
1529,GA,2019-04-01,3570.0,212.8,13513476.0,1067.5,377.28,4478.97165118762,556686.4,4385.0,14225.0,3.7,203837.0
1530,GA,2019-05-01,3625.0,212.9,13551280.0,1130.0,379.07,4204.676527543979,558119.1333333333,4416.0,14252.0,3.6,204790.0
1531,GA,2019-06-01,3220.0,213.8,13589084.0,1014.0,380.85999999999996,3816.79768117305,559551.8666666667,4516.0,14470.0,3.6,205383.0
1532,GA,2019-07-01,3030.0,214.6,13626888.0,945.0,382.65,4225.738038318571,560984.6,4466.0,14272.0,3.6,206011.0
1533,GA,2019-08-01,3206.0,215.1,13757053.333333334,1002.0,383.9033333333333,4187.12467466523,561325.1333333333,4409.0,14504.0,3.5,206753.0
1534,GA,2019-09-01,2952.5,215.5,13887218.666666666,932.5,385.1566666666667,4381.34948606059,561665.6666666666,4286.0,14138.0,3.5,207635.0
1535,GA,2019-10-01,3190.0,216.3,14017384.0,980.0,386.41,5416.80164516444,562006.2,4518.0,15102.0,3.5,208420.0
1536,GA,2019-11-01,2872.0,216.7,13950406.666666666,922.0,388.33333333333337,4044.34536175216,558346.7999999999,4459.0,14414.0,3.4,208905.0
1537,GA,2019-12-01,2715.0,217.3,13883429.333333334,875.0,390.25666666666666,4378.3994806985,554687.4,4756.0,15150.0,3.5,209497.0
1538,GA,2020-01-01,3415.0,217.1,13816452.0,1042.5,392.18,4509.75813528624,551028.0,4259.0,14133.0,3.5,210158.0
1539,GA,2020-02-01,4148.0,217.6,13635036.0,1214.0,393.5466666666667,4252.22386864322,536237.2333333334,4502.0,14795.0,3.6,211325.0
1540,GA,2020-03-01,3652.5,217.4,13453620.0,1052.5,394.9133333333333,3336.8946655440004,521446.4666666667,3932.0,12960.0,3.7,212340.0
1541,GA,2020-04-01,3520.0,205.7,13272204.0,952.5,396.28,3078.40666272973,506655.7,4039.0,14575.0,12.3,213368.0
1542,GA,2020-05-01,4536.0,207.8,13522509.333333334,1170.0,398.77666666666664,3821.48114558793,519268.5333333333,4780.0,19003.0,9.6,214062.0
1543,GA,2020-06-01,5620.0,208.3,13772814.666666666,1502.5,401.2733333333333,4155.064857277051,531881.3666666667,6599.0,24500.0,8.4,214911.0
1544,GA,2020-07-01,8910.0,208.0,14023120.0,2317.5,403.77,4653.347308028529,544494.2,10752.0,41120.0,7.7,216045.0
1545,GA,2020-08-01,7366.0,209.6,14134370.666666666,1992.0,406.67,4709.92695333563,545757.8666666666,8628.0,32651.0,6.9,217569.0
1546,GA,2020-09-01,6107.5,210.2,14245621.333333334,1647.5,409.57,5313.62376426316,547021.5333333333,7496.0,28977.0,6.4,219470.0
1547,GA,2020-10-01,5644.0,210.6,14356872.0,1536.0,412.47,4877.00371467501,548285.2,6896.0,25941.0,5.6,221656.0
1548,GA,2020-11-01,4535.0,211.2,14296778.666666666,1282.5,416.49,5244.69830604887,552597.8333333333,6440.0,24041.0,5.3,224179.0
1549,GA,2020-12-01,4986.666666666667,211.2,14236685.333333334,1423.3333333333333,420.51,5241.603269146721,556910.4666666667,5818.0,20829.0,5.1,226845.0
1550,GA,2021-01-01,7162.0,212.5,14176592.0,1996.0,424.53,5467.01015190123,561223.1,8798.0,31636.0,4.8,229784.0
1551,GA,2021-02-01,7505.0,212.5,14212141.333333334,1995.0,432.74666666666667,4715.089106496071,566140.7999999999,7487.0,27037.0,4.6,232986.0
1552,GA,2021-03-01,7727.5,213.7,14247690.666666666,2092.5,440.9633333333333,5388.71790902922,571058.5,7815.0,27575.0,4.4,236354.0
1553,GA,2021-04-01,7932.5,213.6,14283240.0,2042.5,449.18,5732.150874216551,575976.2,8549.0,32303.0,4.3,240066.0
1554,GA,2021-05-01,7910.0,213.8,14534022.666666666,2046.0,458.24,5304.60992973664,576579.5666666667,8040.0,31586.0,4.1,244329.0
1555,GA,2021-06-01,6447.5,213.4,14784805.333333334,1717.5,467.3,5863.47995730497,577182.9333333333,7637.0,28386.0,4.0,249472.0
1556,GA,2021-07-01,6168.0,215.9,15035588.0,1678.0,476.36,4827.64118202415,577786.3,7816.0,28566.0,3.9,254990.0
1557,GA,2021-08-01,5592.5,215.1,15213012.0,1550.0,484.42,5224.36842828587,580585.2000000001,6853.0,25499.0,3.7,260574.0
1558,GA,2021-09-01,5232.5,215.6,15390436.0,1412.5,492.48,5637.900166244301,583384.1,6530.0,24785.0,3.5,265895.0
1559,GA,2021-10-01,5046.0,217.6,15567860.0,1396.0,500.54,4761.04808964104,586183.0,6176.0,23231.0,3.4,271344.0
1560,GA,2021-11-01,4435.0,218.2,15673513.666666666,1252.5,508.69666666666666,5946.06222336501,587000.7333333333,6276.0,23540.0,3.3,276810.0
1561,GA,2021-12-01,4460.0,218.8,15779167.333333334,1245.0,516.8533333333334,6116.913717512739,587818.4666666667,6117.0,22659.0,3.3,283100.0
1562,GA,2022-01-01,5248.0,218.8,15884821.0,1426.0,525.01,5431.27653353877,588636.2,6377.0,23409.0,3.2,289254.0
1563,GA,2022-02-01,6117.5,215.0,15968745.333333334,1650.0,537.87,6425.92844014431,588311.6333333333,6230.0,22186.0,3.2,295397.0
1564,GA,2022-03-01,6310.0,214.3,16052669.666666666,1647.5,550.73,6801.2108745745,587987.0666666667,6211.0,22147.0,3.1,300915.0
1565,GA,2022-04-01,6130.0,212.8,16136594.0,1628.0,563.59,6470.0035693581995,587662.5,6541.0,24283.0,3.1,306676.0
1566,GA,2022-05-01,5452.5,213.9,14342932.25,1520.0,548.465,5993.352458564929,523022.7625,6181.0,22534.0,3.0,311992.0
1567,GA,2022-06-01,4775.0,213.3,12549270.5,1350.0,533.34,5546.17804756393,458383.025,6230.0,21662.0,2.9,316958.0
1568,GA,2022-07-01,4994.0,211.9,10755608.75,1432.0,518.215,6414.04839153933,393743.2875,6550.0,22823.0,2.8,320184.0
1569,GA,2022-08-01,5067.5,215.3,8961947.0,1440.0,503.09000000000003,7140.071830353241,329103.55,6398.0,23228.0,2.8,322395.0
1570,GA,2022-09-01,4990.0,215.0,7168285.25,1402.5,487.96500000000003,5750.72418595099,264463.8125,6287.0,23150.0,2.8,323310.0
1571,GA,2022-10-01,4990.0,216.8,5374623.5,1422.0,472.84,6146.2219337121805,199824.07499999995,6457.0,23391.0,2.9,323935.0
1572,GA,2022-11-01,4773.333333333333,123.0,3580961.75,1336.6666666666667,457.715,3136.192179911499,135184.33749999997,3431.0,12156.5,4.85,405421.0
1573,HI,2011-01-01,194.0,29.2,1787300.0,92.0,442.59,126.162426110817,70544.6,405.0,922.0,6.8,486907.0
1574,HI,2011-02-01,252.5,29.5,1803494.6666666667,115.0,442.75333333333333,211.84720162222402,70507.53333333334,429.0,932.0,6.7,486315.0
1575,HI,2011-03-01,232.5,29.4,1819689.3333333333,97.5,442.91666666666663,139.011994506683,70470.46666666666,375.0,886.0,6.7,486319.0
1576,HI,2011-04-01,226.0,29.8,1835884.0,96.0,443.08,300.984668195511,70433.4,377.0,871.0,6.7,483864.0
1577,HI,2011-05-01,180.0,29.6,1866189.3333333333,82.5,444.12333333333333,203.55890230660702,70370.4,309.0,730.0,6.8,481596.0
1578,HI,2011-06-01,217.5,29.9,1896494.6666666667,102.5,445.16666666666663,330.774053967314,70307.4,423.0,951.0,6.9,478654.0
1579,HI,2011-07-01,218.0,30.0,1926800.0,86.0,446.21,208.34449292022302,70244.4,364.0,969.0,7.0,476774.0
1580,HI,2011-08-01,192.5,29.9,1906041.3333333333,90.0,446.17333333333335,248.618229008518,70617.59999999999,374.0,842.0,7.0,474392.0
1581,HI,2011-09-01,205.0,30.0,1885282.6666666667,87.5,446.13666666666666,706.806416036279,70990.8,377.0,919.0,7.0,472327.0
1582,HI,2011-10-01,200.0,29.9,1864524.0,88.0,446.1,164.757269351488,71364.0,398.0,888.0,6.9,471440.0
1583,HI,2011-11-01,197.5,29.8,1870014.6666666667,85.0,446.6566666666667,498.528057242753,71409.8,382.0,907.0,6.8,469687.0
1584,HI,2011-12-01,182.0,29.9,1875505.3333333333,80.0,447.2133333333333,202.204743970216,71455.59999999999,379.0,932.0,6.7,470178.0
1585,HI,2012-01-01,185.0,30.2,1880996.0,75.0,447.77,227.011040180995,71501.4,294.0,795.0,6.6,470643.0
1586,HI,2012-02-01,252.5,30.0,1887504.0,102.5,446.68333333333334,105.467087471311,71652.9,381.0,934.0,6.5,471850.0
1587,HI,2012-03-01,234.0,29.9,1894012.0,98.0,445.59666666666664,373.51191503687204,71804.4,375.0,878.0,6.4,473748.0
1588,HI,2012-04-01,235.0,29.9,1900520.0,92.5,444.51,352.388571408041,71955.9,353.0,913.0,6.3,474898.0
1589,HI,2012-05-01,227.5,30.0,1917317.3333333333,97.5,447.3,187.25453908238097,72042.23333333332,381.0,928.0,6.2,476393.0
1590,HI,2012-06-01,222.0,30.3,1934114.6666666667,92.0,450.09,397.095332751969,72128.56666666667,381.0,941.0,6.1,474293.0
1591,HI,2012-07-01,200.0,30.1,1950912.0,90.0,452.88,315.131729483601,72214.9,372.0,889.0,5.9,474029.0
1592,HI,2012-08-01,202.5,30.4,1980082.6666666667,82.5,454.35,183.57127229888002,72126.26666666666,348.0,903.0,5.7,473632.0
1593,HI,2012-09-01,198.0,30.7,2009253.3333333333,82.0,455.82,213.01026075838,72037.63333333333,351.0,886.0,5.5,476745.0
1594,HI,2012-10-01,207.5,31.1,2038424.0,80.0,457.29,390.491727270494,71949.0,349.0,908.0,5.3,479512.0
1595,HI,2012-11-01,192.5,31.2,2029822.6666666667,85.0,458.22333333333336,209.6759338347,72385.96666666666,362.0,863.0,5.2,483993.0
1596,HI,2012-12-01,220.0,31.2,2021221.3333333333,94.0,459.15666666666664,342.915435047154,72822.93333333333,491.0,1198.0,5.1,487344.0
1597,HI,2013-01-01,217.5,31.6,2012620.0,95.0,460.09,529.308172019093,73259.9,358.0,926.0,5.0,489923.0
1598,HI,2013-02-01,232.5,31.7,2034276.0,100.0,463.46999999999997,225.318332403186,73094.9,373.0,874.0,4.9,491341.0
1599,HI,2013-03-01,240.0,31.9,2055932.0,98.0,466.85,348.18866386296304,72929.9,367.0,903.0,4.9,493081.0
1600,HI,2013-04-01,232.5,32.1,2077588.0,87.5,470.23,208.67373385025903,72764.9,357.0,900.0,4.8,495890.0
1601,HI,2013-05-01,207.5,32.5,2069950.6666666667,85.0,473.1066666666667,245.710289576311,72851.06666666667,347.0,856.0,4.7,495921.0
1602,HI,2013-06-01,208.0,31.9,2062313.3333333333,90.0,475.98333333333335,167.626398607791,72937.23333333332,363.0,877.0,4.7,495196.0
1603,HI,2013-07-01,210.0,32.0,2054676.0,85.0,478.86,254.016793325326,73023.4,346.0,923.0,4.7,495117.0
1604,HI,2013-08-01,222.0,32.1,2059844.0,90.0,482.64,243.11970222241402,73083.83333333333,393.0,1002.0,4.7,500835.0
1605,HI,2013-09-01,190.0,32.0,2065012.0,77.5,486.42,759.015447047878,73144.26666666666,343.0,871.0,4.7,507450.0
1606,HI,2013-10-01,222.5,32.1,2070180.0,90.0,490.2,326.206097983783,73204.7,398.0,974.0,4.7,514064.0
1607,HI,2013-11-01,206.0,32.3,2082289.3333333333,84.0,491.40666666666664,287.910734725556,73076.36666666667,353.0,941.0,4.7,519436.0
1608,HI,2013-12-01,182.5,32.5,2094398.6666666667,77.5,492.61333333333334,264.356289072148,72948.03333333333,370.0,924.0,4.6,525533.0
1609,HI,2014-01-01,200.0,32.5,2106508.0,77.5,493.82,162.195562949398,72819.7,306.0,902.0,4.6,529009.0
1610,HI,2014-02-01,260.0,32.6,2115838.6666666665,102.5,496.20666666666665,187.696231925788,72982.16666666667,373.0,943.0,4.5,531683.0
1611,HI,2014-03-01,248.0,32.6,2125169.3333333335,90.0,498.59333333333336,152.261320315772,73144.63333333333,344.0,949.0,4.4,532793.0
1612,HI,2014-04-01,247.5,32.5,2134500.0,90.0,500.98,240.26198567064998,73307.1,352.0,939.0,4.4,534731.0
1613,HI,2014-05-01,226.0,33.0,2156469.3333333335,84.0,504.52333333333337,211.30738082899398,73506.5,346.0,945.0,4.4,536983.0
1614,HI,2014-06-01,222.5,32.9,2178438.6666666665,90.0,508.06666666666666,251.93762574023398,73705.90000000001,365.0,933.0,4.3,540670.0
1615,HI,2014-07-01,210.0,33.2,2200408.0,92.5,511.61,322.56246307698797,73905.3,375.0,920.0,4.2,544254.0
1616,HI,2014-08-01,186.0,33.4,2209437.3333333335,78.0,513.88,233.53604278244202,73942.7,306.0,808.0,4.1,547637.0
1617,HI,2014-09-01,212.5,33.8,2218466.6666666665,82.5,516.15,103.80942225715799,73980.1,368.0,964.0,4.1,549508.0
1618,HI,2014-10-01,217.5,34.2,2227496.0,87.5,518.42,197.80289966276797,74017.5,362.0,926.0,4.0,550537.0
1619,HI,2014-11-01,200.0,34.0,2275416.0,84.0,522.3466666666667,373.541177480395,74367.33333333333,390.0,953.0,3.9,552062.0
1620,HI,2014-12-01,212.5,33.9,2323336.0,90.0,526.2733333333333,592.345287794775,74717.16666666667,374.0,915.0,3.9,553312.0
1621,HI,2015-01-01,232.0,33.9,2371256.0,100.0,530.2,879.09463011968,75067.0,424.0,1151.0,3.8,555072.0
