,State,Year,Quarter,Month,BusinessApplications,ConstructionEmployees,ConstructionWages,HighPropensityBusinessApplications,HousePriceIdx,NewHousingPermits,RealGDP,TotalHighPropensityNAICs,TotalNAICs,UnemploymentRate,ZillowHomeValue
585,CA,2012,1,2,5807.5,604.6,,2842.5,,3648.3259348968895,,10971.0,22062.0,11.0,299555.0
586,CA,2012,1,3,5834.0,603.5,,2976.0,,5784.103716195339,,11132.0,21845.0,11.0,299697.0
587,CA,2012,2,4,6120.0,602.0,35325640.0,3045.0,382.35,3178.9503622038396,2100537.7,11694.0,23237.0,10.9,300393.0
588,CA,2012,2,5,5960.0,610.6,,3180.0,,5110.94679338189,,12716.0,23989.0,10.8,301636.0
589,CA,2012,2,6,5208.0,616.1,,2786.0,,4977.37902913577,,11386.0,22076.0,10.7,303408.0
590,CA,2012,3,7,5017.5,620.1,35860028.0,2642.5,391.29,4986.463707371529,2112352.9,11948.0,22895.0,10.5,305435.0
591,CA,2012,3,8,4880.0,620.5,,2465.0,,5164.239043787949,,11218.0,21849.0,10.3,307742.0
592,CA,2012,3,9,4780.0,627.6,,2412.0,,6023.027653161271,,11489.0,22454.0,10.2,310337.0
593,CA,2012,4,10,4865.0,631.5,36969732.0,2492.5,399.6,5277.28410818561,2142026.6,11761.0,22749.0,10.0,313836.0
594,CA,2012,4,11,4677.5,636.0,,2405.0,,4438.19207866352,,11615.0,22251.0,9.9,317706.0
595,CA,2012,4,12,4654.0,642.2,,2322.0,,5339.36158626379,,13904.0,27723.0,9.8,323111.0
596,CA,2013,1,1,5010.0,650.1,37438316.0,2472.5,408.04,6693.61149779932,2138941.9,10047.0,21452.0,9.7,328627.0
597,CA,2013,1,2,5170.0,654.2,,2472.5,,7031.49002729069,,9859.0,20174.0,9.5,335004.0
598,CA,2013,1,3,6298.0,657.0,,3272.0,,4602.784043129939,,12481.0,23576.0,9.4,341496.0
599,CA,2013,2,4,5912.5,659.2,38510892.0,2995.0,426.77,7152.872852110881,2156746.2,11595.0,22557.0,9.3,348503.0
600,CA,2013,2,5,6097.5,659.7,,3305.0,,6749.7235694184,,12757.0,23865.0,9.2,355557.0
601,CA,2013,2,6,5714.0,662.8,,3138.0,,5354.82091432857,,13180.0,24768.0,9.1,362960.0
602,CA,2013,3,7,5085.0,666.6,38902820.0,2697.5,447.8,7041.76685480071,2184393.8,12293.0,23593.0,9.0,370007.0
603,CA,2013,3,8,5340.0,669.6,,2744.0,,6887.53874772339,,12366.0,23571.0,8.9,376531.0
604,CA,2013,3,9,4865.0,672.2,,2532.5,,4336.36451814926,,12236.0,23231.0,8.8,382295.0
605,CA,2013,4,10,5102.5,676.2,39559744.0,2635.0,462.65,6922.757605205021,2236834.0,12739.0,24341.0,8.6,387718.0
606,CA,2013,4,11,4854.0,680.2,,2470.0,,6984.8390434907205,,12305.0,23835.0,8.5,393219.0
607,CA,2013,4,12,4557.5,684.5,,2337.5,,7879.335281505079,,13331.0,25759.0,8.4,398435.0
608,CA,2014,1,1,5692.5,689.2,40577456.0,3060.0,472.3,5449.535110069771,2216087.8,12507.0,24586.0,8.2,403782.0
609,CA,2014,1,2,6575.0,694.2,,3222.5,,6624.133633649871,,12101.0,24538.0,8.1,408376.0
610,CA,2014,1,3,6848.0,695.4,,3422.0,,6649.067498442751,,12720.0,25312.0,8.0,410826.0
611,CA,2014,2,4,6435.0,697.1,41066328.0,3140.0,485.07,7959.83965044509,2241222.5,12283.0,24720.0,7.8,411743.0
612,CA,2014,2,5,5714.0,699.7,,2948.0,,5814.35158569222,,11817.0,23435.0,7.7,412075.0
613,CA,2014,2,6,5750.0,700.3,,2975.0,,6167.9987083611595,,11967.0,23919.0,7.6,412616.0
614,CA,2014,3,7,5195.0,701.4,42012552.0,2682.5,495.21,6981.757802827161,2281298.4,12321.0,23884.0,7.5,413076.0
615,CA,2014,3,8,5558.0,707.2,,2830.0,,5988.89117136922,,12765.0,24892.0,7.4,412874.0
616,CA,2014,3,9,5095.0,712.7,,2575.0,,6838.57269212085,,12464.0,24360.0,7.3,413560.0
617,CA,2014,4,10,5217.5,713.5,42609228.0,2630.0,500.83,9568.788801391229,2285610.2,12596.0,24454.0,7.2,415171.0
618,CA,2014,4,11,4718.0,719.4,,2404.0,,7876.053070368101,,12312.0,23932.0,7.1,417892.0
619,CA,2014,4,12,4575.0,716.3,,2402.5,,6668.9083320511,,11842.0,22443.0,6.9,420343.0
620,CA,2015,1,1,6132.0,730.8,45707804.0,3274.0,506.04,9070.41074733905,2332010.5,15383.0,29552.0,6.8,422939.0
621,CA,2015,1,2,6725.0,734.3,,3470.0,,8036.6333370867405,,13019.0,25135.0,6.7,425713.0
622,CA,2015,1,3,6785.0,740.2,,3447.5,,8860.395260689229,,12760.0,24943.0,6.6,428735.0
623,CA,2015,2,4,6562.5,743.3,46483320.0,3265.0,517.42,7801.86663890565,2362335.5,12848.0,25079.0,6.5,430856.0
624,CA,2015,2,5,5934.0,749.7,,3088.0,,7146.95857780034,,12214.0,24249.0,6.4,433127.0
625,CA,2015,2,6,6070.0,753.8,,3157.5,,9604.80949368035,,12679.0,25136.0,6.3,434761.0
626,CA,2015,3,7,5567.5,761.5,47617684.0,2827.5,530.6,8497.759328251741,2365812.5,12873.0,25451.0,6.2,435429.0
627,CA,2015,3,8,5708.0,766.9,,2848.0,,7329.07362312133,,12875.0,25534.0,6.0,436724.0
628,CA,2015,3,9,5347.5,768.0,,2695.0,,8690.07817261197,,13093.0,25713.0,5.9,438920.0
629,CA,2015,4,10,5590.0,779.5,49470732.0,2838.0,537.92,6233.5734573152795,2369653.2,13471.0,26170.0,5.8,442666.0
630,CA,2015,4,11,4702.5,785.1,,2375.0,,9121.98592296467,,12854.0,25115.0,5.8,445660.0
631,CA,2015,4,12,4742.5,785.3,,2410.0,,7298.2257383837405,,12776.0,24715.0,5.7,449764.0
632,CA,2016,1,1,6336.0,785.3,50082568.0,3334.0,544.97,8203.853244946,2406765.8,15030.0,28945.0,5.7,453605.0
633,CA,2016,1,2,7007.5,791.2,,3520.0,,10149.7604179716,,13029.0,25938.0,5.6,456972.0
634,CA,2016,1,3,6970.0,783.1,,3420.0,,7266.45721296259,,12428.0,25218.0,5.6,458730.0
635,CA,2016,2,4,6558.0,791.1,51437856.0,3170.0,554.61,7417.2601900326,2406800.8,12600.0,25598.0,5.5,461017.0
636,CA,2016,2,5,6480.0,793.9,,3327.5,,9481.31465316739,,13258.0,26818.0,5.5,463229.0
637,CA,2016,2,6,5942.5,793.4,,3065.0,,7370.446345607991,,11290.0,22611.0,5.5,465577.0
638,CA,2016,3,7,5450.0,800.3,52495644.0,2752.0,566.74,6236.9861190210595,2441320.6,13707.0,27009.0,5.5,466191.0
639,CA,2016,3,8,5887.5,801.0,,2880.0,,9694.94540753698,,13044.0,26364.0,5.5,467783.0
640,CA,2016,3,9,5710.0,802.6,,2805.0,,9040.34483944051,,13413.0,27261.0,5.5,469607.0
641,CA,2016,4,10,5702.0,806.4,53512076.0,2818.0,573.58,8441.22106818105,2456691.1,13253.0,26573.0,5.5,473184.0
642,CA,2016,4,11,5032.5,809.0,,2467.5,,8409.34431663512,,13234.0,26944.0,5.4,476024.0
643,CA,2016,4,12,4598.0,811.8,,2268.0,,9192.285800383459,,13095.0,26154.0,5.4,478562.0
644,CA,2017,1,1,6772.5,793.5,54036936.0,3367.5,579.55,6114.26675909906,2479092.3,13251.0,26456.0,5.2,481449.0
645,CA,2017,1,2,7342.5,800.2,,3607.5,,7704.10503407248,,13261.0,26962.0,5.1,484420.0
646,CA,2017,1,3,7385.0,818.6,,3635.0,,9639.78079218915,,13455.0,27294.0,5.0,487383.0
647,CA,2017,2,4,7088.0,823.5,56221324.0,3426.0,591.6,9310.43294598668,2516279.8,13474.0,27435.0,5.0,489850.0
648,CA,2017,2,5,6715.0,829.6,,3347.5,,8815.748757050691,,12666.0,26426.0,4.9,492784.0
649,CA,2017,2,6,6302.5,836.3,,3192.5,,11662.5706613159,,13647.0,27613.0,4.9,496097.0
650,CA,2017,3,7,6194.0,837.1,58067200.0,3032.0,603.34,8327.983662899209,2557690.3,13502.0,27723.0,4.8,497630.0
651,CA,2017,3,8,6145.0,840.3,,3007.5,,10029.3895952232,,13596.0,27648.0,4.8,499327.0
652,CA,2017,3,9,5904.0,846.1,,2822.0,,9454.38740088231,,13293.0,27692.0,4.7,501667.0
653,CA,2017,4,10,5840.0,848.3,59386896.0,2782.5,612.01,10458.9641211702,2599753.8,13163.0,27754.0,4.6,505815.0
654,CA,2017,4,11,5492.5,852.5,,2652.5,,9167.790611658571,,13951.0,29028.0,4.5,510081.0
655,CA,2017,4,12,4620.0,861.0,,2184.0,,9713.436319040109,,12616.0,26347.0,4.5,514322.0
656,CA,2018,1,1,7957.5,864.7,61957120.0,3980.0,622.45,9546.67772955341,2603286.7,15704.0,30770.0,4.4,518997.0
657,CA,2018,1,2,7995.0,877.9,,3895.0,,10181.2036841597,,14322.0,29260.0,4.3,524066.0
658,CA,2018,1,3,8132.0,870.5,,3930.0,,10984.7022077905,,14719.0,30231.0,4.3,528417.0
659,CA,2018,2,4,7522.5,875.8,61528680.0,3632.5,634.28,9964.46199462499,2635489.3,14280.0,29286.0,4.2,531815.0
660,CA,2018,2,5,7887.5,878.4,,3892.5,,11208.3252534287,,15060.0,31839.0,4.2,534537.0
661,CA,2018,2,6,7418.0,882.6,,3652.0,,10835.7727814332,,14720.0,30672.0,4.2,537268.0
662,CA,2018,3,7,6550.0,882.7,62841104.0,3157.5,642.33,9916.0146285029,2662669.0,14639.0,30292.0,4.2,538993.0
663,CA,2018,3,8,7032.5,887.6,,3315.0,,9068.23233306321,,14498.0,30739.0,4.2,540387.0
664,CA,2018,3,9,6446.0,891.1,,3002.0,,7779.335300372141,,14747.0,31277.0,4.2,541280.0
665,CA,2018,4,10,6472.5,894.5,63973188.0,3165.0,642.24,8703.04635703047,2674799.7,14991.0,31036.0,4.3,543023.0
666,CA,2018,4,11,5622.5,894.3,,2690.0,,8818.103638101891,,14354.0,30230.0,4.3,544083.0
667,CA,2018,4,12,5482.0,898.0,,2470.0,,8875.52568617668,,14207.0,31566.0,4.3,543939.0
668,CA,2019,1,1,7002.5,893.2,65882680.0,3380.0,646.3,10145.1003770153,2682675.6,13880.0,28034.0,4.3,543314.0
669,CA,2019,1,2,8522.5,888.5,,4060.0,,7967.05639104048,,14592.0,30744.0,4.2,542437.0
670,CA,2019,1,3,8264.0,902.3,,3748.0,,7966.08882516024,,14212.0,31118.0,4.2,542266.0
671,CA,2019,2,4,7797.5,900.8,67426232.0,3657.5,652.92,8897.75690089445,2720749.7,14343.0,30193.0,4.1,542992.0
672,CA,2019,2,5,7587.5,905.8,,3665.0,,9370.716361469129,,13893.0,30352.0,4.1,544034.0
673,CA,2019,2,6,7078.0,910.1,,3462.0,,7732.53288910734,,14235.0,29514.0,4.0,544921.0
674,CA,2019,3,7,6242.5,910.8,68005512.0,2882.5,659.8,10220.9753903706,2740837.8,13340.0,28979.0,4.0,544884.0
675,CA,2019,3,8,6678.0,915.1,,3150.0,,9017.59097550613,,14278.0,29931.0,4.1,545301.0
676,CA,2019,3,9,6282.5,916.6,,2970.0,,10314.7818257608,,14283.0,30162.0,4.1,546369.0
677,CA,2019,4,10,6592.5,915.5,68639108.0,3052.5,664.07,9979.22138472299,2772640.2,14411.0,31659.0,4.1,548308.0
678,CA,2019,4,11,5996.0,922.1,,2754.0,,8802.40944051464,,14652.0,31624.0,4.1,549742.0
679,CA,2019,4,12,6295.0,916.6,,2702.5,,9454.39760736068,,15524.0,36272.0,4.1,551764.0
680,CA,2020,1,1,7615.0,926.6,69368368.0,3422.5,670.31,9385.551946470408,2726966.1,14097.0,30335.0,4.1,554333.0
681,CA,2020,1,2,9458.0,932.7,,4390.0,,11131.8843483749,,16456.0,34606.0,4.1,558273.0
682,CA,2020,1,3,7925.0,917.4,,3750.0,,7570.25333296244,,14189.0,30024.0,5.5,562814.0
683,CA,2020,2,4,6287.5,763.2,62247360.0,2500.0,677.97,5882.31948516913,2497144.4,10089.0,24389.0,15.9,566213.0
684,CA,2020,2,5,7126.0,847.9,,3258.0,,6548.220929900861,,13030.0,30286.0,16.1,566111.0
685,CA,2020,2,6,8290.0,870.4,,3565.0,,7697.266084194459,,14239.0,33520.0,14.1,565041.0
686,CA,2020,3,7,10697.5,860.5,69727456.0,4320.0,685.9,10473.460718402199,2698461.3,20174.0,50094.0,13.4,567289.0
687,CA,2020,3,8,10868.0,867.8,,4500.0,,8311.04949044569,,20482.0,48729.0,11.9,573959.0
688,CA,2020,3,9,9190.0,870.3,,3860.0,,9740.58745287815,,18594.0,44102.0,10.3,582488.0
689,CA,2020,4,10,8936.0,884.6,71011328.0,3802.0,700.02,8450.19324356328,2746311.9,17985.0,42436.0,9.5,590730.0
690,CA,2020,4,11,7235.0,886.7,,3112.5,,9649.705449597941,,16857.0,38910.0,9.2,598321.0
691,CA,2020,4,12,7206.666666666667,892.5,,2900.0,,10400.3706881455,,13108.0,32060.0,9.2,605193.0
692,CA,2021,1,1,11146.0,893.5,70751688.0,4436.0,719.53,10652.5575892329,2802569.5,18878.0,46410.0,8.8,611383.0
693,CA,2021,1,2,11322.5,897.7,,4702.5,,9740.06494892111,,17664.0,41793.0,8.6,618432.0
694,CA,2021,1,3,12250.0,904.7,,5392.5,,11120.9757707019,,20039.0,46159.0,8.4,626230.0
695,CA,2021,2,4,11485.0,905.1,71299352.0,4755.0,762.29,10393.5984418106,2858504.7,18852.0,44763.0,8.3,636447.0
696,CA,2021,2,5,11526.0,903.0,,4980.0,,9887.715517242259,,19325.0,48054.0,7.9,650668.0
697,CA,2021,2,6,10235.0,896.2,,4547.5,,9467.33298675115,,17937.0,40644.0,7.9,667791.0
698,CA,2021,3,7,9286.0,897.0,72876848.0,3946.0,801.81,9787.00981822479,2894880.5,17912.0,42841.0,7.4,686273.0
699,CA,2021,3,8,9262.5,897.0,,3862.5,,9850.54746232471,,17580.0,41621.0,7.0,699887.0
700,CA,2021,3,9,8965.0,894.6,,3712.5,,8857.050110875129,,17787.0,43028.0,6.4,709646.0
701,CA,2021,4,10,8842.0,900.2,74927244.0,3664.0,834.34,10816.5993160663,2942968.5,17422.0,41782.0,6.1,714604.0
702,CA,2021,4,11,7982.5,901.0,,3377.5,,10022.5878049124,,18325.0,43005.0,5.8,720037.0
703,CA,2021,4,12,7747.5,903.8,,3222.5,,9140.14458293283,,17243.0,41099.0,5.8,726769.0
704,CA,2022,1,1,9994.0,904.8,78342866.0,4412.0,868.77,9229.928844368349,2870410.5,19221.0,42251.0,5.7,736871.0
705,CA,2022,1,2,11012.5,926.4,,4562.5,,11079.9875394721,,17260.0,40883.0,5.3,748875.0
706,CA,2022,1,3,10865.0,935.3,,4380.0,,10308.4426215386,,15393.0,38909.0,4.8,763717.0
707,CA,2022,2,4,7416.0,923.8,80241578.0,3062.0,924.45,10428.4842507773,2866766.2,12360.0,28711.0,4.6,778056.0
708,CA,2022,2,5,9500.0,930.7,,4515.0,,10344.8580321843,,17541.0,40209.0,4.3,788876.0
709,CA,2022,2,6,10947.5,931.1,,4470.0,,11085.900962150901,,17874.0,42950.0,4.2,791177.0
710,CA,2022,3,7,9090.0,939.6,,3984.0,,7762.403520728871,,17848.0,41579.0,3.9,788010.0
711,CA,2022,3,8,9212.5,939.4,,3885.0,,10871.6670595641,,17808.0,41951.0,4.1,778923.0
712,CA,2022,3,9,8972.5,938.9,,3752.5,,10385.9532924188,,18368.0,43661.0,3.8,771649.0
713,CA,2022,4,10,9710.0,938.8,,3986.0,,7167.80497588,,18583.0,45211.0,4.0,765495.0
714,CA,2022,4,11,8696.666666666666,,,3573.3333333333335,,,,,,,
715,CO,2011,1,1,1192.0,139.0,5680248.0,534.0,330.42,864.403298280556,270474.2,2165.0,4954.0,9.1,227789.0
716,CO,2011,1,2,1395.0,137.7,,582.5,,632.4026536512371,,2186.0,5257.0,8.9,227097.0
717,CO,2011,1,3,1367.5,138.9,,577.5,,1127.4643740080999,,2104.0,4994.0,8.8,226428.0
718,CO,2011,2,4,1262.0,139.9,5713528.0,540.0,324.6,984.0890223687841,271053.5,2136.0,4972.0,8.7,225697.0
719,CO,2011,2,5,1040.0,139.1,,467.5,,1025.88566236855,,1938.0,4327.0,8.7,224653.0
720,CO,2011,2,6,1115.0,138.9,,462.5,,1038.59658556715,,2090.0,5055.0,8.7,223823.0
721,CO,2011,3,7,1064.0,140.4,5882576.0,448.0,327.89,1344.07336893906,271376.9,2130.0,5083.0,8.7,223005.0
722,CO,2011,3,8,1087.5,141.4,,447.5,,1378.12416576699,,2065.0,5051.0,8.6,222633.0
723,CO,2011,3,9,1040.0,141.8,,405.0,,1230.51853047732,,1931.0,4873.0,8.6,222446.0
724,CO,2011,4,10,1048.0,142.1,5710984.0,448.0,330.84,1458.386088514,273898.0,2056.0,4856.0,8.6,222344.0
725,CO,2011,4,11,1102.5,142.9,,457.5,,1139.8325675839399,,2191.0,5265.0,8.5,222373.0
726,CO,2011,4,12,982.0,143.6,,416.0,,1158.36166689612,,2138.0,5164.0,8.4,222460.0
727,CO,2012,1,1,1107.5,144.1,5953732.0,482.5,329.07,1351.6303622190699,275172.9,1784.0,4172.0,8.4,222845.0
728,CO,2012,1,2,1315.0,143.5,,555.0,,1003.23301668489,,2081.0,4958.0,8.3,223373.0
729,CO,2012,1,3,1416.0,143.9,,574.0,,1434.7295867678602,,2104.0,5203.0,8.3,223969.0
730,CO,2012,2,4,1337.5,145.1,6013912.0,537.5,329.92,1847.9004260434301,276919.0,2112.0,5256.0,8.3,224668.0
731,CO,2012,2,5,1237.5,145.6,,522.5,,1847.6941786775799,,2169.0,5179.0,8.2,225733.0
732,CO,2012,2,6,1102.0,145.9,,456.0,,2030.5871027747,,2035.0,4965.0,8.2,227070.0
733,CO,2012,3,7,1035.0,146.0,6045076.0,417.5,335.34,1878.88042227108,276451.2,1964.0,4928.0,8.1,228639.0
734,CO,2012,3,8,1072.5,146.3,,427.5,,2200.0178574933498,,2004.0,4978.0,7.9,229799.0
735,CO,2012,3,9,1070.0,147.0,,446.0,,1576.5200193750102,,2085.0,4993.0,7.8,231092.0
736,CO,2012,4,10,1080.0,148.1,6331068.0,440.0,338.38,1792.4848821236499,278749.5,2027.0,4984.0,7.6,232339.0
737,CO,2012,4,11,1030.0,148.4,,410.0,,2424.6423723107896,,1955.0,4798.0,7.5,233812.0
738,CO,2012,4,12,1184.0,149.8,,500.0,,1899.28864505439,,2799.0,6779.0,7.4,235207.0
739,CO,2013,1,1,1387.5,150.4,6407908.0,567.5,342.5,2588.43361415237,283490.7,2085.0,5272.0,7.3,236904.0
740,CO,2013,1,2,1422.5,151.8,,565.0,,2206.94476180548,,2187.0,5379.0,7.2,238843.0
741,CO,2013,1,3,1424.0,153.2,,584.0,,2287.64760429258,,2110.0,5153.0,7.1,240978.0
742,CO,2013,2,4,1352.5,153.2,6679148.0,545.0,349.52,1662.9528332306302,283967.3,2135.0,5312.0,7.0,242698.0
743,CO,2013,2,5,1160.0,155.6,,475.0,,2540.33713378289,,1950.0,4860.0,6.9,244251.0
744,CO,2013,2,6,1168.0,157.5,,482.0,,2056.7417241665,,2163.0,5295.0,6.8,245696.0
745,CO,2013,3,7,1110.0,158.5,6935132.0,467.5,358.04,2014.83869884406,287284.3,2198.0,5375.0,6.8,247496.0
746,CO,2013,3,8,1186.0,160.5,,468.0,,2423.30713196522,,2150.0,5387.0,6.7,249388.0
747,CO,2013,3,9,1090.0,161.4,,417.5,,2122.84208770746,,1965.0,5137.0,6.5,251160.0
748,CO,2013,4,10,1182.5,163.1,7245972.0,467.5,361.08,2316.5582053206,290294.0,2246.0,5615.0,6.4,252762.0
749,CO,2013,4,11,1190.0,165.0,,468.0,,2420.0571628972302,,2226.0,5594.0,6.2,254307.0
750,CO,2013,4,12,1030.0,166.3,,410.0,,2561.7981071877102,,2205.0,5605.0,6.1,256101.0
751,CO,2014,1,1,1330.0,168.9,7624196.0,540.0,366.16,2088.2414715968603,292113.6,2029.0,5019.0,6.0,257709.0
752,CO,2014,1,2,1445.0,169.7,,562.5,,2562.53662311734,,2109.0,5452.0,5.8,259464.0
753,CO,2014,1,3,1548.0,171.5,,612.0,,2656.68935948329,,2270.0,5756.0,5.6,260867.0
754,CO,2014,2,4,1455.0,173.6,7890368.0,582.5,378.72,2297.07705233244,295755.1,2259.0,5725.0,5.4,262300.0
755,CO,2014,2,5,1360.0,175.0,,548.0,,2097.49925133371,,2275.0,5737.0,5.2,263708.0
756,CO,2014,2,6,1310.0,176.1,,535.0,,2263.4813454406303,,2343.0,5869.0,5.0,265160.0
757,CO,2014,3,7,1227.5,178.0,8032408.0,502.5,387.1,2739.4576463991198,300430.9,2366.0,5897.0,4.8,266707.0
758,CO,2014,3,8,1338.0,178.8,,526.0,,2236.52680860892,,2388.0,6092.0,4.6,267870.0
759,CO,2014,3,9,1315.0,179.9,,517.5,,2794.33890450297,,2442.0,6201.0,4.5,269328.0
760,CO,2014,4,10,1302.5,180.8,8280488.0,507.5,392.84,3248.5214488805605,306321.4,2366.0,6077.0,4.4,271124.0
761,CO,2014,4,11,1180.0,181.2,,462.0,,2051.02062245747,,2230.0,5594.0,4.3,273474.0
762,CO,2014,4,12,1167.5,183.1,,480.0,,2191.98696960935,,2269.0,5496.0,4.2,276088.0
763,CO,2015,1,1,1434.0,182.3,8498524.0,584.0,400.36,1928.3683833053399,309642.5,2493.0,6164.0,4.1,278988.0
764,CO,2015,1,2,1595.0,182.4,,640.0,,2225.30792537496,,2441.0,6040.0,4.1,282076.0
765,CO,2015,1,3,1622.5,180.6,,660.0,,2437.04348829933,,2434.0,6052.0,4.1,285061.0
766,CO,2015,2,4,1500.0,179.3,8477232.0,607.5,416.98,2648.98667722058,311206.2,2373.0,5936.0,4.0,287802.0
767,CO,2015,2,5,1430.0,179.5,,596.0,,2562.6212948277303,,2428.0,5948.0,3.9,290563.0
768,CO,2015,2,6,1382.5,178.7,,552.5,,2858.9657417418202,,2408.0,6169.0,3.8,293149.0
769,CO,2015,3,7,1270.0,178.4,8579404.0,515.0,432.0,2632.90691147151,313371.0,2395.0,6020.0,3.7,295733.0
770,CO,2015,3,8,1322.0,178.3,,516.0,,2503.4466098863395,,2333.0,5976.0,3.6,298325.0
771,CO,2015,3,9,1277.5,178.5,,497.5,,2669.83349253203,,2394.0,6080.0,3.5,301166.0
772,CO,2015,4,10,1336.0,178.4,8761304.0,546.0,438.01,2222.90484452016,315418.9,2544.0,6222.0,3.4,304075.0
773,CO,2015,4,11,1190.0,178.2,,480.0,,2605.2731581014,,2444.0,5916.0,3.4,306999.0
774,CO,2015,4,12,1185.0,178.2,,475.0,,3021.31440304372,,2301.0,5746.0,3.3,309963.0
775,CO,2016,1,1,1474.0,177.8,8904696.0,594.0,445.8,2641.19815763151,314964.4,2475.0,6198.0,3.3,312605.0
776,CO,2016,1,2,1572.5,177.9,,607.5,,2672.5141244421397,,2327.0,5959.0,3.3,315366.0
777,CO,2016,1,3,1632.5,177.7,,650.0,,2484.6688278561396,,2360.0,6111.0,3.3,318112.0
778,CO,2016,2,4,1610.0,177.1,9091284.0,624.0,461.49,2783.74498873335,316105.6,2466.0,6308.0,3.3,321080.0
779,CO,2016,2,5,1525.0,177.4,,580.0,,3656.64523922752,,2402.0,6485.0,3.3,323493.0
780,CO,2016,2,6,1347.5,177.5,,527.5,,2642.81184323953,,2123.0,5559.0,3.2,325551.0
781,CO,2016,3,7,1294.0,178.3,9397576.0,500.0,474.05,2853.43106151209,320509.4,2505.0,6565.0,3.2,327600.0
782,CO,2016,3,8,1437.5,178.9,,555.0,,2975.2762236030103,,2502.0,6441.0,3.1,329663.0
783,CO,2016,3,9,1382.5,180.0,,510.0,,3448.6299417616997,,2421.0,6440.0,3.0,331641.0
784,CO,2016,4,10,1360.0,180.5,9658056.0,498.0,480.86,4147.27059829516,324234.0,2300.0,6371.0,3.0,333623.0
785,CO,2016,4,11,1270.0,181.7,,485.0,,3704.08848556969,,2480.0,6359.0,2.9,336082.0
786,CO,2016,4,12,1222.0,181.8,,472.0,,2774.5380799161403,,2569.0,6721.0,2.7,338787.0
787,CO,2017,1,1,1807.5,182.6,9841780.0,707.5,489.0,3651.23895973735,324788.1,2486.0,6438.0,2.6,341696.0
788,CO,2017,1,2,1705.0,184.4,,655.0,,3298.25244351892,,2517.0,6444.0,2.5,344712.0
789,CO,2017,1,3,1757.5,186.4,,675.0,,3281.3780714897603,,2497.0,6575.0,2.4,347749.0
790,CO,2017,2,4,1698.0,187.2,9911460.0,652.0,506.17,3710.0985029723297,327049.7,2524.0,6620.0,2.4,350455.0
791,CO,2017,2,5,1667.5,187.7,,657.5,,2994.3352064142896,,2556.0,6736.0,2.4,352656.0
792,CO,2017,2,6,1437.5,188.9,,537.5,,4158.74569278928,,2564.0,6726.0,2.5,354607.0
793,CO,2017,3,7,1476.0,189.6,10245276.0,568.0,514.27,3140.2044028785604,331876.6,2524.0,6858.0,2.6,356163.0
794,CO,2017,3,8,1517.5,191.1,,562.5,,4670.13326458607,,2521.0,6775.0,2.7,357687.0
795,CO,2017,3,9,1450.0,191.8,,532.0,,2903.83233793763,,2503.0,6702.0,2.8,359521.0
796,CO,2017,4,10,1412.5,193.5,10538780.0,505.0,521.39,3118.4847423277397,335938.7,2371.0,6691.0,2.8,361802.0
797,CO,2017,4,11,1447.5,194.5,,522.5,,3623.29931385104,,2704.0,7250.0,2.8,364150.0
798,CO,2017,4,12,1280.0,195.8,,496.0,,2477.65377214723,,2646.0,6917.0,2.8,367024.0
799,CO,2018,1,1,2045.0,197.3,11035464.0,770.0,535.28,4258.64473490057,339024.9,2727.0,7303.0,2.8,369592.0
800,CO,2018,1,2,1937.5,198.8,,705.0,,4734.11556146812,,2733.0,7292.0,2.9,372185.0
801,CO,2018,1,3,1980.0,200.1,,738.0,,5367.95663118625,,2744.0,7442.0,2.9,374400.0
802,CO,2018,2,4,1850.0,200.5,11096848.0,692.5,549.0,3476.2709543704805,341279.8,2671.0,7220.0,2.9,377089.0
803,CO,2018,2,5,1767.5,201.0,,672.5,,3846.76632226114,,2636.0,7175.0,3.0,379660.0
804,CO,2018,2,6,1614.0,201.8,,604.0,,3354.4054171356,,2761.0,7580.0,3.1,381900.0
805,CO,2018,3,7,1537.5,202.1,11276568.0,575.0,557.36,3375.07795257892,343556.7,2639.0,7191.0,3.1,383744.0
806,CO,2018,3,8,1670.0,202.7,,605.0,,3422.1407394381395,,2697.0,7383.0,3.1,385512.0
807,CO,2018,3,9,1594.0,203.3,,566.0,,4077.86038215807,,2644.0,7354.0,3.1,387455.0
808,CO,2018,4,10,1545.0,203.3,11586948.0,570.0,558.99,3226.44721431215,347071.2,2670.0,7368.0,3.1,389571.0
809,CO,2018,4,11,1440.0,204.1,,505.0,,3657.62591928856,,2599.0,7248.0,3.1,391909.0
810,CO,2018,4,12,1412.0,204.8,,532.0,,3896.6113475603206,,2912.0,7809.0,3.0,393655.0
811,CO,2019,1,1,1797.5,205.9,11727904.0,647.5,566.65,3231.3778562102802,350431.0,2340.0,6525.0,2.9,394947.0
812,CO,2019,1,2,1957.5,207.0,,697.5,,3036.38816878014,,2741.0,7492.0,2.8,396359.0
813,CO,2019,1,3,1992.0,206.4,,704.0,,3019.11784657736,,2591.0,7398.0,2.7,397430.0
814,CO,2019,2,4,1915.0,207.5,12010768.0,710.0,575.62,3532.15502661575,355838.1,2763.0,7451.0,2.6,398296.0
815,CO,2019,2,5,1770.0,208.0,,677.5,,3833.52952671623,,2646.0,7222.0,2.5,398221.0
816,CO,2019,2,6,1570.0,209.1,,580.0,,3677.0270553290297,,2648.0,7412.0,2.5,398331.0
